Id,SalePrice
1883,199664.5
1884,227255.0
1885,256748.14
1886,294709.53
1887,195978.91
1888,280295.05
1889,165292.53
1890,140741.08
1891,143276.33
1892,111431.5
1893,140365.5
1894,129852.21
1895,156375.04
1896,123656.0
1897,118454.0
1898,111732.0
1899,126951.84
1900,153326.25
1901,160973.68
1902,142841.86
1903,216003.03
1904,138452.5
1905,178855.74
1906,154319.52
1907,206912.18
1908,117509.93
1909,134981.99
1910,125634.65
1911,198563.22
1912,267334.0
1913,152572.72
1914,69814.52
1915,323387.01
1916,74284.73
1917,254938.38
1918,135474.83
1919,155032.93
1920,151688.45
1921,372471.58
1922,303339.54
1923,187400.7
1924,236409.26
1925,228443.19
1926,360941.01
1927,145411.0
1928,160539.0
1929,125142.32
1930,132656.88
1931,139994.3
1932,131268.53
1933,171936.24
1934,170934.69
1935,164457.14
1936,190581.0
1937,181760.25
1938,164686.45
1939,237369.18
1940,196478.51
1941,176652.5
1942,176804.05
1943,195783.9
1944,307776.99
1945,360311.59
1946,154550.32
1947,318982.75
1948,157931.14
1949,244706.96
1950,183333.69
1951,258123.96
1952,250099.26
1953,164460.9
1954,204359.8
1955,126475.67
1956,272198.6
1957,144126.72
1958,296144.17
1959,141381.72
1960,114022.4
1961,116448.47
1962,105088.0
1963,113061.5
1964,109932.0
1965,152624.6
1966,152165.85
1967,282308.85
1968,361128.17
1969,346630.56
1970,402362.87
1971,391869.63
1972,357351.77
1973,265108.58
1974,301992.02
1975,411964.98
1976,269191.72
1977,350382.83
1978,331969.99
1979,320803.14
1980,196133.74
1981,325691.42
1982,228916.06
1983,220345.87
1984,166402.75
1985,204498.22
1986,209579.62
1987,178165.72
1988,163120.65
1989,192067.5
1990,218120.15
1991,214947.32
1992,215320.02
1993,172179.35
1994,250270.89
1995,184886.25
1996,262072.09
1997,310472.72
1998,329174.84
1999,251637.32
2000,301658.66
2001,273365.99
2002,234271.5
2003,247194.47
2004,256167.59
2005,232295.73
2006,222529.64
2007,246156.65
2008,208487.83
2009,170806.34
2010,193499.08
2011,148924.06
2012,181352.29
2013,181507.55
2014,187954.82
2015,194938.55
2016,192853.0
2017,203454.5
2018,126299.43
2019,138398.6
2020,120927.54
2021,120983.58
2022,173796.5
2023,143307.6
2024,221515.44
2025,373927.24
2026,184560.2
2027,148511.49
2028,149092.23
2029,167473.29
2030,281530.48
2031,260633.02
2032,277716.99
2033,278367.99
2034,162705.31
2035,209610.84
2036,195476.3
2037,200281.65
2038,320054.53
2039,210469.7
2040,366496.44
2041,283368.09
2042,209165.49
2043,172475.05
2044,174784.46
2045,223742.43
2046,133100.23
2047,152885.76
2048,133440.0
2049,135827.74
2050,172330.23
2051,103420.5
2052,134341.75
2053,145786.75
2054,86461.58
2055,153492.34
2056,127418.34
2057,129243.84
2058,207220.0
2059,136489.93
2060,166365.68
2061,167361.5
2062,139211.75
2063,113644.33
2064,138184.88
2065,125973.5
2066,157325.37
2067,133526.16
2068,135815.19
2069,88545.0
2070,110536.06
2071,99567.23
2072,135943.18
2073,135489.86
2074,182249.56
2075,150307.75
2076,120962.0
2077,149130.25
2078,131759.88
2079,129211.58
2080,113075.06
2081,122018.33
2082,130879.32
2083,144304.96
2084,111439.17
2085,135761.75
2086,120051.81
2087,120401.08
2088,103666.4
2089,92347.64
2090,140143.35
2091,125092.85
2092,135544.05
2093,144261.5
2094,135084.26
2095,149658.05
2096,90397.08
2097,101037.79
2098,147850.32
2099,67822.71
2100,124516.07
2101,126238.93
2102,145285.18
2103,106093.1
2104,136056.33
2105,133923.59
2106,81124.47
2107,250702.42
2108,121361.83
2109,117567.17
2110,121764.47
2111,162745.98
2112,149904.42
2113,120770.0
2114,116057.44
2115,161661.74
2116,111668.5
2117,148695.75
2118,121155.04
2119,112362.54
2120,118219.42
2121,99604.84
2122,104772.37
2123,95223.43
2124,187485.84
2125,135901.48
2126,164580.69
2127,156886.58
2128,137561.16
2129,101005.29
2130,147285.75
2131,155994.75
2132,114866.84
2133,114757.6
2134,121423.04
2135,105753.26
2136,86475.54
2137,112945.54
2138,136827.36
2139,153525.27
2140,138671.0
2141,135549.0
2142,143042.17
2143,146843.23
2144,121749.86
2145,132916.75
2146,147245.49
2147,168304.82
2148,125698.93
2149,133955.0
2150,234900.09
2151,137748.7
2152,178115.0
2153,164727.08
2154,117231.5
2155,127322.17
2156,221651.98
2157,245742.62
2158,242650.54
2159,224499.7
2160,173268.0
2161,247773.77
2162,361301.59
2163,326678.6
2164,247588.21
2165,184870.85
2166,144820.1
2167,209857.76
2168,212964.32
2169,191456.0
2170,220358.65
2171,143135.35
2172,134832.1
2173,157841.8
2174,243612.06
2175,299544.56
2176,310337.58
2177,261174.79
2178,230049.09
2179,144253.0
2180,190836.15
2181,190031.12
2182,228606.85
2183,196277.02
2184,137520.14
2185,131265.46
2186,145073.37
2187,146351.0
2188,155134.63
2189,189082.92
2190,84022.5
2191,88967.82
2192,96064.11
2193,99159.0
2194,102028.5
2195,115006.78
2196,111458.49
2197,111335.51
2198,158018.7
2199,158705.66
2200,131025.25
2201,127491.3
2202,196812.17
2203,148962.83
2204,179052.78
2205,112386.5
2206,132311.12
2207,230817.63
2208,230452.58
2209,190290.36
2210,118495.97
2211,114195.71
2212,112192.79
2213,106464.5
2214,154940.06
2215,104746.25
2216,160345.5
2217,75102.09
2218,91326.71
2219,75673.66
2220,83583.9
2221,322143.52
2222,250997.53
2223,255023.84
2224,213662.4
2225,136826.4
2226,172590.0
2227,196938.4
2228,271064.53
2229,238869.41
2230,162232.95
2231,210971.75
2232,179286.27
2233,165605.36
2234,249369.52
2235,186180.9
2236,277016.47
2237,337425.09
2238,198807.1
2239,125889.61
2240,160801.12
2241,151505.5
2242,134660.6
2243,148403.5
2244,94627.27
2245,91691.61
2246,146769.84
2247,111685.83
2248,123057.0
2249,125208.0
2250,138607.6
2251,129673.32
2252,171825.0
2253,153880.34
2254,164456.34
2255,191724.82
2256,182140.7
2257,191556.4
2258,177199.24
2259,161347.34
2260,154717.37
2261,193256.0
2262,215581.24
2263,310835.08
2264,395198.49
2265,170026.93
2266,287676.55
2267,361208.82
2268,359166.7
2269,159309.86
2270,182202.5
2271,250392.18
2272,203996.8
2273,167183.45
2274,170141.22
2275,160131.5
2276,170574.4
2277,168967.0
2278,151670.09
2279,125256.74
2280,116401.48
2281,177109.57
2282,175221.92
2283,106558.0
2284,117182.13
2285,152354.79
2286,129944.52
2287,332907.78
2288,266378.21
2289,354463.08
2290,424188.77
2291,307873.63
2292,369564.96
2293,415920.79
2294,366676.27
2295,449196.62
2296,284472.58
2297,294572.01
2298,312882.4
2299,367077.26
2300,314285.51
2301,275630.68
2302,236053.14
2303,239044.92
2304,241976.97
2305,178313.62
2306,184932.63
2307,180969.91
2308,217755.62
2309,284835.09
2310,220031.26
2311,192962.1
2312,168588.4
2313,173831.97
2314,175360.79
2315,173639.86
2316,156928.39
2317,171759.09
2318,173380.28
2319,175926.27
2320,180236.03
2321,252518.75
2322,167346.45
2323,182668.18
2324,167020.47
2325,225502.16
2326,164616.54
2327,213534.0
2328,218572.35
2329,182016.5
2330,163955.56
2331,335399.5
2332,382325.38
2333,307955.09
2334,262534.62
2335,259260.69
2336,317867.01
2337,200879.34
2338,283792.76
2339,227351.27
2340,362283.05
2341,233723.75
2342,239207.68
2343,220649.73
2344,235846.46
2345,239453.78
2346,225309.84
2347,199206.41
2348,232810.46
2349,143001.54
2350,272656.38
2351,260395.22
2352,243841.58
2353,211655.7
2354,137589.87
2355,158911.51
2356,152928.83
2357,206506.84
2358,197166.1
2359,124858.77
2360,121608.1
2361,135599.1
2362,270213.85
2363,142988.35
2364,154182.0
2365,217601.5
2366,200854.7
2367,221282.04
2368,202936.7
2369,223603.29
2370,161362.34
2371,167308.0
2372,172158.25
2373,275503.91
2374,297066.21
2375,238085.32
2376,269050.71
2377,348040.24
2378,133736.34
2379,199611.24
2380,143107.0
2381,159659.0
2382,182125.14
2383,222494.99
2384,240186.7
2385,148443.0
2386,144758.25
2387,136599.17
2388,102243.24
2389,126830.58
2390,132414.5
2391,132682.0
2392,114644.82
2393,157424.64
2394,141004.5
2395,180823.5
2396,152611.5
2397,184764.5
2398,122581.75
2399,61644.44
2400,63135.45
2401,121145.5
2402,138839.25
2403,132858.77
2404,147138.2
2405,160950.75
2406,137078.1
2407,129935.47
2408,138336.84
2409,136322.51
2410,162166.5
2411,125987.0
2412,164511.5
2413,140732.0
2414,131829.84
2415,128510.36
2416,128443.5
2417,131559.16
2418,124015.24
2419,135015.25
2420,130044.58
2421,155202.85
2422,120512.67
2423,135014.67
2424,148017.89
2425,165147.7
2426,124820.94
2427,143002.95
2428,171727.25
2429,117131.58
2430,131120.0
2431,121212.33
2432,137055.25
2433,144037.5
2434,145723.58
2435,151612.08
2436,110873.0
2437,112183.8
2438,126621.54
2439,112843.05
2440,118099.06
2441,108954.44
2442,106461.1
2443,113734.76
2444,126726.25
2445,89177.58
2446,131258.3
2447,223275.51
2448,145550.95
2449,118200.25
2450,153295.04
2451,127144.84
2452,216218.62
2453,101776.9
2454,132516.27
2455,105774.75
2456,156755.27
2457,120375.08
2458,115405.12
2459,113137.53
2460,144636.01
2461,115718.95
2462,142507.71
2463,116974.04
2464,156352.37
2465,126603.07
2466,114308.16
2467,154879.19
2468,91835.65
2469,87697.86
2470,185693.5
2471,207919.71
2472,177954.7
2473,119542.99
2474,115896.71
2475,228187.75
2476,111199.85
2477,135842.52
2478,162646.0
2479,113419.77
2480,134248.49
2481,122680.71
2482,131702.1
2483,117989.27
2484,121549.06
2485,116960.06
2486,154662.5
2487,182751.16
2488,154484.09
2489,143682.65
2490,154225.0
2491,92649.48
2492,188119.4
2493,137854.41
2494,162865.66
2495,100270.78
2496,208481.19
2497,161707.24
2498,120285.29
2499,90390.8
2500,131796.03
2501,133922.95
2502,148000.5
2503,93769.3
2504,159050.7
2505,215481.11
2506,254114.41
2507,302167.54
2508,255568.59
2509,224033.16
2510,227557.52
2511,188016.81
2512,214439.27
2513,219675.56
2514,234545.43
2515,148552.25
2516,153898.22
2517,133188.0
2518,145794.24
2519,225955.62
2520,206715.05
2521,192862.75
2522,225271.78
2523,133970.1
2524,140774.74
2525,140089.0
2526,140845.11
2527,119843.92
2528,129979.0
2529,130320.1
2530,105473.52
2531,240729.33
2532,229532.17
2533,200256.5
2534,235157.36
2535,316220.13
2536,230733.06
2537,234630.14
2538,188457.75
2539,185161.31
2540,171167.67
2541,186069.43
2542,168882.06
2543,131687.2
2544,133781.04
2545,126530.11
2546,144612.12
2547,141324.5
2548,163965.52
2549,164792.29
2550,358594.37
2551,135814.83
2552,123163.62
2553,87705.59
2554,111877.79
2555,111035.37
2556,108086.15
2557,118228.26
2558,157617.56
2559,147450.98
2560,127009.4
2561,141813.85
2562,133976.06
2563,152312.1
2564,174771.5
2565,121272.25
2566,159998.98
2567,129300.84
2568,187974.8
2569,197190.64
2570,116064.97
2571,171718.86
2572,188825.56
2573,237984.66
2574,285636.03
2575,123827.0
2576,127915.5
2577,161874.98
2578,98625.0
2579,82584.22
2580,129598.14
2581,129622.89
2582,121031.04
2583,275990.12
2584,156810.1
2585,171542.52
2586,206009.57
2587,204960.51
2588,156430.66
2589,144973.43
2590,234777.49
2591,201009.2
2592,239333.56
2593,260656.22
2594,176439.74
2595,209331.18
2596,314862.48
2597,184900.0
2598,285289.66
2599,314296.65
2600,158896.78
2601,134854.6
2602,90051.0
2603,92770.11
2604,89108.5
2605,85962.0
2606,144961.0
2607,167306.39
2608,183388.0
2609,166668.82
2610,121227.5
2611,157523.0
2612,154299.74
2613,127769.5
2614,127675.16
2615,151407.0
2616,143064.6
2617,169159.82
2618,174506.34
2619,227437.23
2620,187036.5
2621,182718.35
2622,167357.09
2623,248141.4
2624,268478.19
2625,331547.47
2626,163767.07
2627,186037.65
2628,382206.14
2629,528292.71
2630,333716.98
2631,416721.87
2632,372751.39
2633,312009.0
2634,358488.79
2635,148179.84
2636,194949.63
2637,163980.42
2638,265575.54
2639,183633.9
2640,150816.0
2641,105082.55
2642,189207.4
2643,105597.5
2644,130782.37
2645,107103.0
2646,101844.5
2647,99341.5
2648,137602.0
2649,145588.39
2650,148635.3
2651,153527.64
2652,415609.53
2653,252611.31
2654,259486.4
2655,342537.54
2656,301601.48
2657,338048.14
2658,287036.3
2659,296021.7
2660,315432.47
2661,321425.97
2662,333317.2
2663,269290.37
2664,282493.19
2665,304071.25
2666,284701.97
2667,170079.82
2668,179972.78
2669,175186.73
2670,280962.93
2671,179271.8
2672,180725.33
2673,204829.61
2674,197526.92
2675,166318.22
2676,188874.27
2677,189452.54
2678,262175.95
2679,273740.27
2680,264927.97
2681,384077.47
2682,314996.24
2683,477074.39
2684,306443.3
2685,325078.7
2686,257815.95
2687,318550.93
2688,229156.55
2689,213962.14
2690,438492.35
2691,188580.25
2692,143226.21
2693,190131.97
2694,137841.39
2695,194386.85
2696,189008.9
2697,191944.45
2698,187271.5
2699,179224.33
2700,166426.52
2701,142830.45
2702,115524.09
2703,146262.19
2704,138088.63
2705,130698.33
2706,121142.91
2707,123009.08
2708,136876.3
2709,121374.5
2710,128238.51
2711,286236.32
2712,348951.85
2713,181664.26
2714,148726.68
2715,162753.52
2716,168239.76
2717,187567.5
2718,230096.71
2719,155608.24
2720,161550.11
2721,139263.5
2722,167704.34
2723,143674.0
2724,130074.18
2725,139350.5
2726,149072.0
2727,166189.4
2728,168903.0
2729,154757.91
2730,145484.75
2731,121585.5
2732,118520.87
2733,160919.0
2734,157359.4
2735,137162.75
2736,144868.82
2737,125625.83
2738,131741.17
2739,157153.09
2740,134372.3
2741,151805.77
2742,152137.0
2743,151155.5
2744,147557.82
2745,138064.5
2746,135178.75
2747,150828.14
2748,122327.65
2749,133941.85
2750,135028.88
2751,127945.66
2752,227147.32
2753,153293.58
2754,200520.12
2755,126860.79
2756,98460.02
2757,73219.76
2758,90678.71
2759,152363.74
2760,129188.82
2761,151182.0
2762,149694.82
2763,184058.9
2764,168757.07
2765,269814.73
2766,144803.97
2767,91630.04
2768,130014.29
2769,129493.03
2770,150870.0
2771,124506.5
2772,125769.5
2773,139814.2
2774,141868.14
2775,136791.88
2776,141462.72
2777,155214.53
2778,127674.43
2779,127549.6
2780,106318.1
2781,103007.44
2782,100354.72
2783,99063.55
2784,130860.5
2785,138104.13
2786,86449.22
2787,116205.21
2788,89177.29
2789,223350.69
2790,92523.75
2791,118171.0
2792,87300.53
2793,173366.58
2794,106656.15
2795,115792.95
2796,100029.9
2797,190932.98
2798,116011.58
2799,119660.05
2800,80611.87
2801,112602.01
2802,145827.41
2803,138070.1
2804,139457.98
2805,96906.5
2806,92742.71
2807,148586.34
2808,151857.5
2809,131200.0
2810,137100.84
2811,152352.93
2812,140331.8
2813,155714.93
2814,159173.85
2815,103134.48
2816,250222.45
2817,131090.99
2818,132713.5
2819,179480.19
2820,134094.75
2821,108159.58
2822,184361.02
2823,231184.91
2824,174983.56
2825,144585.34
2826,136120.6
2827,153249.32
2828,207522.34
2829,173127.25
2830,237084.98
2831,191513.05
2832,202278.87
2833,286588.46
2834,220481.07
2835,224974.39
2836,195745.26
2837,169898.32
2838,147724.07
2839,183592.84
2840,192545.28
2841,202545.25
2842,224320.17
2843,159923.41
2844,155996.46
2845,126009.0
2846,214115.94
2847,203574.4
2848,220574.7
2849,208697.73
2850,275303.33
2851,241804.71
2852,228042.07
2853,234263.51
2854,139572.1
2855,191663.4
2856,208278.79
2857,192113.41
2858,196143.95
2859,137903.52
2860,131054.6
2861,136263.83
2862,196979.78
2863,120910.16
2864,270958.62
2865,144584.16
2866,137316.0
2867,93745.71
2868,101139.4
2869,127264.33
2870,156664.03
2871,116285.49
2872,64045.77
2873,102581.29
2874,146350.94
2875,123113.47
2876,156298.17
2877,149891.51
2878,174534.8
2879,153076.91
2880,107262.0
2881,163803.26
2882,173090.5
2883,171861.34
2884,182130.05
2885,182156.72
2886,199652.5
2887,103351.97
2888,123625.26
2889,67031.4
2890,91320.57
2891,140700.0
2892,68145.42
2893,113625.22
2894,68455.7
2895,312178.92
2896,286304.91
2897,183555.0
2898,145875.21
2899,233824.66
2900,158954.42
2901,181592.0
2902,177889.88
2903,336906.31
2904,337169.6
2905,122219.49
2906,202831.61
2907,116083.58
2908,127675.0
2909,148188.97
2910,89291.5
2911,88870.0
2912,157127.47
2913,88704.0
2914,86950.0
2915,88508.0
2916,86428.71
2917,146769.5
2918,114278.0
2919,224932.7
