id,Rings
91368,7.19
91369,8.98
91370,10.65
91371,8.22
91372,6.81
91373,11.2
91374,6.45
91375,8.92
91376,8.98
91377,10.15
91378,11.05
91379,6.95
91380,10.61
91381,10.14
91382,4.35
91383,8.87
91384,8.42
91385,10.82
91386,9.58
91387,11.5
91388,12.45
91389,5.81
91390,7.53
91391,8.11
91392,11.68
91393,8.75
91394,9.98
91395,10.86
91396,10.56
91397,11.13
91398,11.29
91399,8.1
91400,6.72
91401,8.93
91402,13.97
91403,4.93
91404,8.96
91405,12.64
91406,13.12
91407,6.83
91408,7.95
91409,12.24
91410,8.9
91411,11.09
91412,13.89
91413,9.03
91414,8.06
91415,9.92
91416,9.76
91417,9.52
91418,14.78
91419,11.51
91420,11.31
91421,9.41
91422,9.05
91423,13.81
91424,6.86
91425,9.29
91426,7.93
91427,8.52
91428,10.35
91429,7.77
91430,14.8
91431,7.4
91432,18.08
91433,7.51
91434,11.43
91435,10.6
91436,12.4
91437,11.14
91438,8.03
91439,13.06
91440,13.98
91441,7.49
91442,9.74
91443,14.68
91444,11.02
91445,9.58
91446,6.67
91447,15.82
91448,7.49
91449,10.46
91450,14.85
91451,12.45
91452,10.84
91453,8.65
91454,11.3
91455,16.41
91456,11.24
91457,6.64
91458,9.26
91459,10.57
91460,9.93
91461,9.91
91462,9.35
91463,11.31
91464,9.61
91465,9.34
91466,10.07
91467,18.86
91468,10.08
91469,13.0
91470,7.47
91471,10.52
91472,4.6
91473,9.44
91474,10.54
91475,9.13
91476,15.0
91477,6.84
91478,8.55
91479,3.9
91480,12.12
91481,14.42
91482,9.04
91483,8.4
91484,6.63
91485,10.44
91486,10.09
91487,8.79
91488,12.03
91489,16.19
91490,10.82
91491,7.32
91492,11.58
91493,7.35
91494,10.67
91495,9.41
91496,10.19
91497,7.76
91498,8.06
91499,9.52
91500,9.05
91501,12.69
91502,10.6
91503,8.66
91504,7.95
91505,7.43
91506,11.51
91507,11.23
91508,8.52
91509,10.68
91510,11.43
91511,11.68
91512,10.36
91513,8.65
91514,8.1
91515,9.25
91516,9.77
91517,4.47
91518,12.75
91519,6.99
91520,6.9
91521,11.15
91522,7.68
91523,11.63
91524,7.08
91525,11.29
91526,7.76
91527,8.26
91528,13.89
91529,10.71
91530,7.01
91531,10.67
91532,14.35
91533,14.7
91534,8.19
91535,8.29
91536,9.51
91537,13.16
91538,8.1
91539,8.48
91540,11.24
91541,8.66
91542,9.89
91543,18.09
91544,9.23
91545,7.31
91546,12.2
91547,10.93
91548,10.44
91549,8.57
91550,9.05
91551,8.78
91552,9.4
91553,9.62
91554,6.52
91555,8.35
91556,6.02
91557,12.33
91558,14.47
91559,8.13
91560,8.94
91561,9.92
91562,9.58
91563,7.83
91564,10.89
91565,12.78
91566,6.01
91567,9.03
91568,11.33
91569,3.6
91570,9.58
91571,9.35
91572,9.84
91573,7.56
91574,11.24
91575,10.68
91576,9.02
91577,10.97
91578,8.75
91579,10.46
91580,11.57
91581,11.76
91582,10.84
91583,9.12
91584,9.25
91585,11.25
91586,12.35
91587,6.42
91588,10.93
91589,5.8
91590,11.85
91591,5.25
91592,7.44
91593,5.28
91594,8.01
91595,8.39
91596,6.83
91597,10.59
91598,11.49
91599,11.12
91600,9.11
91601,6.66
91602,11.66
91603,8.18
91604,11.44
91605,8.43
91606,9.64
91607,8.06
91608,6.98
91609,17.78
91610,9.48
91611,10.05
91612,12.71
91613,9.44
91614,12.06
91615,9.34
91616,9.07
91617,6.77
91618,9.72
91619,9.39
91620,6.39
91621,10.05
91622,8.69
91623,19.02
91624,8.51
91625,6.36
91626,9.62
91627,10.15
91628,12.79
91629,10.77
91630,10.51
91631,8.67
91632,9.97
91633,12.67
91634,7.43
91635,10.42
91636,7.21
91637,11.05
91638,10.52
91639,9.89
91640,8.6
91641,5.58
91642,10.74
91643,8.48
91644,10.51
91645,5.79
91646,5.64
91647,12.6
91648,9.14
91649,10.37
91650,8.99
91651,8.47
91652,9.58
91653,7.26
91654,6.3
91655,13.74
91656,5.83
91657,7.9
91658,6.74
91659,9.52
91660,10.12
91661,8.73
91662,7.22
91663,4.13
91664,9.94
91665,9.0
91666,15.4
91667,7.03
91668,17.7
91669,9.81
91670,7.0
91671,7.5
91672,7.08
91673,9.96
91674,11.4
91675,12.05
91676,10.09
91677,15.42
91678,6.25
91679,9.46
91680,13.49
91681,10.64
91682,8.44
91683,4.8
91684,10.02
91685,7.12
91686,8.49
91687,11.43
91688,15.84
91689,10.28
91690,7.54
91691,4.84
91692,11.59
91693,9.34
91694,10.04
91695,7.29
91696,7.01
91697,9.92
91698,4.04
91699,10.79
91700,7.62
91701,11.98
91702,11.51
91703,12.41
91704,8.11
91705,7.54
91706,9.31
91707,9.62
91708,11.74
91709,12.65
91710,9.76
91711,15.1
91712,9.65
91713,16.2
91714,13.75
91715,10.46
91716,14.29
91717,11.86
91718,10.82
91719,14.45
91720,9.93
91721,10.64
91722,8.97
91723,15.0
91724,7.38
91725,12.6
91726,8.19
91727,4.14
91728,8.67
91729,12.97
91730,10.64
91731,15.83
91732,7.45
91733,11.34
91734,11.78
91735,7.9
91736,6.21
91737,7.99
91738,9.06
91739,11.09
91740,12.5
91741,9.84
91742,9.99
91743,9.09
91744,9.75
91745,7.88
91746,13.23
91747,8.37
91748,12.53
91749,14.7
91750,9.01
91751,6.4
91752,6.31
91753,7.06
91754,11.56
91755,8.3
91756,9.48
91757,10.5
91758,9.86
91759,11.58
91760,16.97
91761,8.38
91762,11.02
91763,4.62
91764,11.72
91765,10.27
91766,7.66
91767,8.4
91768,11.36
91769,14.39
91770,6.91
91771,14.75
91772,9.63
91773,9.75
91774,12.08
91775,6.37
91776,11.9
91777,4.38
91778,15.75
91779,9.23
91780,7.85
91781,9.26
91782,14.09
91783,9.51
91784,8.83
91785,11.48
91786,9.45
91787,12.89
91788,12.65
91789,10.2
91790,11.14
91791,7.52
91792,5.77
91793,10.67
91794,9.72
91795,18.83
91796,6.85
91797,13.09
91798,7.93
91799,13.8
91800,9.91
91801,8.77
91802,11.13
91803,6.03
91804,7.32
91805,13.38
91806,7.58
91807,5.71
91808,10.0
91809,10.55
91810,13.17
91811,10.29
91812,7.21
91813,7.24
91814,12.57
91815,10.25
91816,8.42
91817,7.41
91818,7.15
91819,6.45
91820,8.91
91821,5.88
91822,10.27
91823,12.39
91824,7.54
91825,10.04
91826,7.97
91827,9.96
91828,8.34
91829,11.26
91830,6.8
91831,8.91
91832,7.05
91833,9.33
91834,11.49
91835,5.69
91836,7.39
91837,8.61
91838,8.72
91839,11.4
91840,7.69
91841,9.76
91842,6.71
91843,10.92
91844,4.95
91845,12.29
91846,10.13
91847,6.75
91848,9.71
91849,14.52
91850,8.56
91851,10.71
91852,16.12
91853,10.09
91854,7.18
91855,9.31
91856,8.23
91857,7.82
91858,9.27
91859,8.9
91860,8.65
91861,6.7
91862,8.75
91863,7.09
91864,4.38
91865,13.49
91866,7.4
91867,10.75
91868,8.83
91869,9.35
91870,11.89
91871,11.04
91872,5.23
91873,12.71
91874,9.75
91875,6.01
91876,9.4
91877,8.21
91878,9.97
91879,6.76
91880,11.25
91881,9.41
91882,15.9
91883,18.04
91884,8.85
91885,5.82
91886,5.45
91887,7.56
91888,9.09
91889,11.82
91890,10.71
91891,13.01
91892,5.0
91893,8.76
91894,7.09
91895,11.19
91896,9.2
91897,13.19
91898,8.71
91899,14.97
91900,7.29
91901,8.84
91902,7.41
91903,7.36
91904,13.31
91905,13.49
91906,18.19
91907,10.76
91908,10.82
91909,7.04
91910,15.02
91911,12.4
91912,8.32
91913,8.5
91914,8.19
91915,8.98
91916,10.12
91917,12.16
91918,6.93
91919,8.94
91920,7.38
91921,9.79
91922,14.07
91923,5.06
91924,12.14
91925,12.26
91926,12.28
91927,9.26
91928,6.98
91929,9.88
91930,9.65
91931,13.89
91932,10.57
91933,7.21
91934,8.44
91935,8.73
91936,11.63
91937,10.89
91938,9.09
91939,7.88
91940,14.87
91941,11.15
91942,9.3
91943,12.8
91944,7.88
91945,10.29
91946,11.08
91947,10.01
91948,10.04
91949,9.59
91950,11.12
91951,6.75
91952,7.79
91953,10.14
91954,11.44
91955,5.31
91956,8.77
91957,13.63
91958,9.34
91959,6.68
91960,9.9
91961,8.32
91962,8.45
91963,9.98
91964,10.37
91965,14.8
91966,12.98
91967,7.05
91968,14.6
91969,6.91
91970,9.31
91971,12.46
91972,9.97
91973,13.44
91974,8.74
91975,7.62
91976,9.41
91977,11.45
91978,9.14
91979,8.41
91980,7.31
91981,8.53
91982,8.9
91983,7.03
91984,6.73
91985,6.17
91986,10.33
91987,8.04
91988,7.18
91989,8.39
91990,9.05
91991,7.93
91992,11.31
91993,16.39
91994,4.43
91995,9.26
91996,10.97
91997,10.3
91998,10.98
91999,9.61
92000,8.31
92001,12.74
92002,9.72
92003,9.53
92004,9.69
92005,6.16
92006,9.85
92007,11.3
92008,10.54
92009,8.61
92010,7.35
92011,7.61
92012,11.49
92013,8.36
92014,9.32
92015,6.66
92016,11.17
92017,7.96
92018,14.22
92019,10.76
92020,8.96
92021,7.75
92022,9.64
92023,11.89
92024,12.14
92025,13.35
92026,9.1
92027,4.9
92028,6.51
92029,12.75
92030,10.79
92031,8.02
92032,6.91
92033,10.14
92034,7.45
92035,10.17
92036,10.93
92037,6.83
92038,7.23
92039,9.74
92040,8.36
92041,8.13
92042,10.15
92043,13.58
92044,8.47
92045,4.26
92046,16.97
92047,9.21
92048,9.02
92049,8.45
92050,10.99
92051,7.46
92052,11.75
92053,11.6
92054,6.85
92055,9.72
92056,11.24
92057,9.79
92058,16.15
92059,8.16
92060,9.14
92061,9.4
92062,8.14
92063,7.37
92064,15.35
92065,12.68
92066,9.96
92067,4.88
92068,12.19
92069,9.2
92070,11.53
92071,12.59
92072,8.21
92073,7.02
92074,12.59
92075,9.67
92076,10.96
92077,8.46
92078,11.04
92079,8.47
92080,7.32
92081,8.64
92082,10.33
92083,9.99
92084,11.1
92085,7.34
92086,11.25
92087,4.61
92088,8.36
92089,8.52
92090,19.06
92091,6.84
92092,7.4
92093,7.33
92094,8.75
92095,8.56
92096,11.1
92097,11.4
92098,8.29
92099,10.25
92100,11.56
92101,9.01
92102,10.93
92103,5.25
92104,12.07
92105,7.87
92106,12.71
92107,4.68
92108,11.09
92109,14.83
92110,6.91
92111,13.54
92112,6.32
92113,6.87
92114,9.85
92115,9.44
92116,10.09
92117,9.08
92118,14.28
92119,5.76
92120,5.68
92121,9.14
92122,9.82
92123,11.19
92124,11.49
92125,14.29
92126,9.4
92127,7.34
92128,5.02
92129,7.11
92130,7.18
92131,7.45
92132,9.94
92133,8.19
92134,12.54
92135,6.28
92136,7.78
92137,7.26
92138,5.27
92139,12.22
92140,6.71
92141,5.98
92142,10.61
92143,6.74
92144,7.67
92145,10.56
92146,8.8
92147,6.51
92148,9.89
92149,14.9
92150,9.26
92151,8.39
92152,12.69
92153,7.71
92154,12.95
92155,16.46
92156,8.45
92157,8.13
92158,8.72
92159,13.7
92160,7.02
92161,16.01
92162,6.44
92163,12.65
92164,10.88
92165,13.96
92166,10.67
92167,15.85
92168,7.87
92169,12.18
92170,9.04
92171,14.44
92172,8.43
92173,12.02
92174,11.15
92175,7.43
92176,7.49
92177,9.58
92178,13.52
92179,9.01
92180,7.46
92181,10.0
92182,8.49
92183,7.41
92184,11.87
92185,15.61
92186,14.44
92187,11.95
92188,6.85
92189,4.51
92190,8.36
92191,7.92
92192,10.56
92193,6.67
92194,8.63
92195,5.43
92196,9.2
92197,6.45
92198,8.56
92199,8.97
92200,12.16
92201,12.94
92202,7.76
92203,10.41
92204,10.9
92205,8.05
92206,13.07
92207,9.73
92208,5.05
92209,9.61
92210,8.62
92211,8.26
92212,9.56
92213,13.79
92214,9.2
92215,9.99
92216,10.63
92217,6.18
92218,6.6
92219,8.74
92220,9.56
92221,10.63
92222,10.27
92223,7.5
92224,10.34
92225,8.62
92226,11.45
92227,9.19
92228,10.53
92229,7.16
92230,10.7
92231,9.76
92232,17.59
92233,14.53
92234,4.98
92235,12.16
92236,12.09
92237,10.07
92238,8.18
92239,7.19
92240,9.94
92241,9.06
92242,10.55
92243,8.7
92244,10.68
92245,8.35
92246,10.18
92247,14.06
92248,8.94
92249,6.51
92250,9.84
92251,9.25
92252,9.37
92253,6.89
92254,4.8
92255,8.5
92256,7.83
92257,10.98
92258,13.6
92259,8.9
92260,10.81
92261,10.36
92262,10.04
92263,13.14
92264,8.53
92265,7.5
92266,10.09
92267,8.41
92268,12.38
92269,13.01
92270,7.64
92271,6.78
92272,13.31
92273,12.97
92274,13.1
92275,16.32
92276,12.26
92277,8.59
92278,12.91
92279,10.15
92280,4.49
92281,12.59
92282,9.01
92283,8.37
92284,7.63
92285,8.65
92286,10.98
92287,9.17
92288,4.67
92289,7.73
92290,6.2
92291,5.77
92292,8.5
92293,9.21
92294,15.95
92295,9.87
92296,10.15
92297,6.19
92298,11.58
92299,11.29
92300,9.82
92301,8.23
92302,4.81
92303,8.76
92304,11.51
92305,10.15
92306,15.07
92307,8.36
92308,12.31
92309,10.22
92310,11.28
92311,4.55
92312,11.83
92313,8.76
92314,13.01
92315,9.18
92316,6.73
92317,7.29
92318,7.66
92319,4.03
92320,4.34
92321,8.12
92322,8.08
92323,7.22
92324,12.25
92325,9.09
92326,7.47
92327,10.21
92328,7.66
92329,8.65
92330,9.1
92331,9.98
92332,11.16
92333,10.92
92334,11.5
92335,8.9
92336,6.6
92337,4.02
92338,14.07
92339,9.25
92340,7.7
92341,6.3
92342,18.14
92343,6.69
92344,6.38
92345,8.01
92346,8.72
92347,14.65
92348,14.56
92349,8.34
92350,6.09
92351,11.36
92352,11.15
92353,9.49
92354,8.18
92355,14.24
92356,5.5
92357,9.51
92358,10.31
92359,8.49
92360,12.85
92361,11.78
92362,11.96
92363,12.18
92364,7.03
92365,10.19
92366,9.52
92367,8.8
92368,11.55
92369,7.74
92370,11.42
92371,9.68
92372,8.99
92373,10.7
92374,4.81
92375,6.91
92376,10.21
92377,12.4
92378,10.58
92379,13.25
92380,8.12
92381,4.57
92382,9.43
92383,13.69
92384,14.36
92385,7.19
92386,9.37
92387,5.59
92388,5.81
92389,5.49
92390,7.77
92391,8.33
92392,9.65
92393,5.26
92394,5.26
92395,15.47
92396,6.68
92397,16.63
92398,9.64
92399,6.25
92400,14.2
92401,7.23
92402,4.89
92403,9.58
92404,8.35
92405,14.57
92406,12.23
92407,4.51
92408,8.04
92409,10.76
92410,10.08
92411,9.47
92412,12.52
92413,9.28
92414,11.57
92415,9.79
92416,10.84
92417,10.13
92418,11.56
92419,13.73
92420,10.47
92421,9.51
92422,7.58
92423,15.37
92424,9.83
92425,6.22
92426,9.21
92427,10.34
92428,9.92
92429,11.05
92430,9.15
92431,13.65
92432,11.14
92433,8.68
92434,8.11
92435,8.16
92436,9.73
92437,4.09
92438,13.22
92439,8.69
92440,4.88
92441,9.24
92442,8.47
92443,9.27
92444,8.68
92445,7.41
92446,8.63
92447,7.15
92448,8.77
92449,8.78
92450,15.67
92451,11.01
92452,11.89
92453,7.91
92454,10.06
92455,12.15
92456,11.69
92457,9.67
92458,9.08
92459,8.28
92460,10.29
92461,8.76
92462,13.57
92463,11.34
92464,10.41
92465,9.21
92466,11.89
92467,14.85
92468,9.68
92469,8.8
92470,10.77
92471,7.75
92472,11.16
92473,9.74
92474,11.72
92475,8.56
92476,8.79
92477,7.85
92478,14.48
92479,6.63
92480,10.08
92481,8.49
92482,12.95
92483,7.8
92484,9.3
92485,9.98
92486,15.1
92487,9.84
92488,7.52
92489,8.38
92490,12.0
92491,10.22
92492,10.83
92493,6.96
92494,15.08
92495,7.74
92496,4.43
92497,9.1
92498,5.16
92499,6.35
92500,9.96
92501,6.44
92502,10.96
92503,10.0
92504,8.72
92505,9.39
92506,13.65
92507,9.39
92508,11.05
92509,8.56
92510,10.95
92511,17.71
92512,13.34
92513,8.52
92514,9.24
92515,17.01
92516,5.83
92517,7.43
92518,8.89
92519,10.38
92520,8.24
92521,8.99
92522,11.41
92523,7.54
92524,11.19
92525,9.19
92526,9.43
92527,9.28
92528,7.49
92529,11.52
92530,11.91
92531,7.34
92532,9.15
92533,6.76
92534,14.49
92535,11.23
92536,9.95
92537,10.09
92538,6.2
92539,8.96
92540,9.48
92541,9.31
92542,11.08
92543,15.73
92544,10.09
92545,12.25
92546,13.02
92547,9.17
92548,4.05
92549,10.0
92550,11.16
92551,9.71
92552,9.58
92553,9.45
92554,7.54
92555,9.86
92556,9.29
92557,11.7
92558,11.94
92559,11.36
92560,14.83
92561,13.21
92562,9.13
92563,9.96
92564,11.4
92565,7.56
92566,11.77
92567,9.49
92568,10.07
92569,7.37
92570,6.39
92571,15.4
92572,9.68
92573,9.66
92574,9.56
92575,5.42
92576,8.43
92577,10.48
92578,8.62
92579,6.38
92580,7.33
92581,12.49
92582,10.05
92583,8.07
92584,6.31
92585,9.69
92586,6.79
92587,10.52
92588,10.45
92589,14.12
92590,9.4
92591,13.32
92592,10.73
92593,8.94
92594,14.7
92595,9.57
92596,9.17
92597,10.84
92598,8.44
92599,9.09
92600,6.15
92601,10.68
92602,5.68
92603,8.28
92604,7.92
92605,4.58
92606,13.64
92607,6.18
92608,11.06
92609,9.89
92610,14.45
92611,10.25
92612,6.38
